Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 04/11  04:00:00,36464788.34797145,2114277911.052291 
 04/11  05:00:00,37975250.63110626,2114277911.052291 
 04/11  06:00:00,82052773.29567266,2218640959.5714364 
 04/11  07:00:00,268415639.83220342,2218640959.5714364 
 04/11  08:00:00,805214287.1996835,2802138067.9781294 
 04/11  09:00:00,805214287.1996835,2802138067.9781294 
 04/11  10:00:00,805214287.1996835,2802138067.9781294 
 04/11  11:00:00,805214287.1996835,2802138067.9781294 
 04/11  12:00:00,805214287.1996835,2685438646.2967906 
 04/11  13:00:00,805214287.1996835,2802138067.9781294 
 04/11  14:00:00,805214287.1996835,2802138067.9781294 
 04/11  15:00:00,805214287.1996835,2802138067.9781294 
 04/11  16:00:00,805214287.1996835,2802138067.9781294 
 04/11  17:00:00,447341270.6664911,2335340381.2527747 
 04/11  18:00:00,280274058.95375955,2218640959.5714364 
 04/11  19:00:00,310254959.86200017,2218640959.5714364 
 04/11  20:00:00,208061441.6775136,2218640959.5714364 
 04/11  21:00:00,208061441.6775136,2218640959.5714364 
 04/11  22:00:00,104030720.8387568,2218640959.5714364 
 04/11  23:00:00,52015360.4193784,2218640959.5714364 
 04/11  24:00:00,41707937.258317545,2114277911.052291 
 04/12  01:00:00,36464788.34797145,2114277911.052291 
 04/12  02:00:00,36464788.34797145,2114277911.052291 
 04/12  03:00:00,36464788.34797145,2114277911.052291 
 04/12  04:00:00,36464788.34797145,2114277911.052291 
 04/12  05:00:00,37975250.63110626,2114277911.052291 
 04/12  06:00:00,81889317.82887632,2218640959.5714364 
 04/12  07:00:00,268404762.39989462,2218640959.5714364 
 04/12  08:00:00,805214287.1996835,2802138067.9781294 
 04/12  09:00:00,805214287.1996835,2802138067.9781294 
 04/12  10:00:00,805214287.1996835,2802138067.9781294 
 04/12  11:00:00,805214287.1996835,2802138067.9781294 
 04/12  12:00:00,805214287.1996835,2685438646.2967906 
 04/12  13:00:00,805214287.1996835,2802138067.9781294 
 04/12  14:00:00,805214287.1996835,2802138067.9781294 
 04/12  15:00:00,805214287.1996835,2802138067.9781294 
 04/12  16:00:00,805214287.1996835,2802138067.9781294 
 04/12  17:00:00,447341270.6664911,2335340381.2527747 
 04/12  18:00:00,269128239.6344416,2218640959.5714364 
 04/12  19:00:00,305838021.2140861,2218640959.5714364 
 04/12  20:00:00,208061441.6775136,2218640959.5714364 
 04/12  21:00:00,208061441.6775136,2218640959.5714364 
 04/12  22:00:00,104030720.8387568,2218640959.5714364 
 04/12  23:00:00,52015360.4193784,2218640959.5714364 
 04/12  24:00:00,41707937.258317545,2114277911.052291 
 04/13  01:00:00,36464788.34797145,2114277911.052291 
 04/13  02:00:00,36464788.34797145,2114277911.052291 
 04/13  03:00:00,36464788.34797145,2114277911.052291 
 04/13  04:00:00,36464788.34797145,2114277911.052291 
 04/13  05:00:00,37975250.63110626,2114277911.052291 
 04/13  06:00:00,81901263.90768951,2218640959.5714364 
 04/13  07:00:00,268404762.39989462,2218640959.5714364 
 04/13  08:00:00,805214287.1996835,2802138067.9781294 
 04/13  09:00:00,805214287.1996835,2802138067.9781294 
 04/13  10:00:00,805214287.1996835,2802138067.9781294 
 04/13  11:00:00,805214287.1996835,2802138067.9781294 
 04/13  12:00:00,805214287.1996835,2685438646.2967906 
 04/13  13:00:00,805214287.1996835,2802138067.9781294 
 04/13  14:00:00,805214287.1996835,2802138067.9781294 
 04/13  15:00:00,805214287.1996835,2802138067.9781294 
 04/13  16:00:00,805214287.1996835,2802138067.9781294 
 04/13  17:00:00,447341270.6664911,2335340381.2527747 
 04/13  18:00:00,271355442.0363487,2218640959.5714364 
 04/13  19:00:00,307190061.6098717,2218640959.5714364 
 04/13  20:00:00,208061441.6775136,2218640959.5714364 
 04/13  21:00:00,208061441.6775136,2218640959.5714364 
 04/13  22:00:00,104030720.8387568,2218640959.5714364 
 04/13  23:00:00,52015360.4193784,2218640959.5714364 
 04/13  24:00:00,41707937.258317545,2023669251.5007386 
 04/14  01:00:00,36464788.34797145,2023669251.5007386 
 04/14  02:00:00,36464788.34797145,2023669251.5007386 
 04/14  03:00:00,36464788.34797145,2023669251.5007386 
 04/14  04:00:00,36464788.34797145,2023669251.5007386 
 04/14  05:00:00,36464788.34797145,2023669251.5007386 
 04/14  06:00:00,82050344.0589174,2218640959.5714364 
 04/14  07:00:00,89510872.16598758,2218640959.5714364 
 04/14  08:00:00,268404762.39989462,2335340381.2527747 
 04/14  09:00:00,268404762.39989462,2335340381.2527747 
 04/14  10:00:00,268404762.39989462,2335340381.2527747 
 04/14  11:00:00,268404762.39989462,2335340381.2527747 
 04/14  12:00:00,134202381.19994731,2160291248.730767 
 04/14  13:00:00,134202381.19994731,2160291248.730767 
 04/14  14:00:00,134202381.19994731,2160291248.730767 
 04/14  15:00:00,134202381.19994731,2160291248.730767 
 04/14  16:00:00,134202381.19994731,2160291248.730767 
 04/14  17:00:00,44734127.06664909,2101941537.8900976 
 04/14  18:00:00,46017589.77424785,2101941537.8900976 
 04/14  19:00:00,41251212.52470245,2023669251.5007386 
 04/14  20:00:00,36464788.34797145,2023669251.5007386 
 04/14  21:00:00,36464788.34797145,2023669251.5007386 
 04/14  22:00:00,36464788.34797145,2023669251.5007386 
 04/14  23:00:00,36464788.34797145,2023669251.5007386 
 04/14  24:00:00,36464788.34797145,2023669251.5007386 
 04/15  01:00:00,36464788.34797145,2023669251.5007386 
 04/15  02:00:00,36464788.34797145,2023669251.5007386 
 04/15  03:00:00,36464788.34797145,2023669251.5007386 
 04/15  04:00:00,36464788.34797145,2023669251.5007386 
 04/15  05:00:00,36464788.34797145,2023669251.5007386 
 04/15  06:00:00,45228763.6139856,2101941537.8900976 
 04/15  07:00:00,44734127.06664909,2101941537.8900976 
 04/15  08:00:00,44734127.06664909,2101941537.8900976 
 04/15  09:00:00,44734127.06664909,2101941537.8900976 
 04/15  10:00:00,44734127.06664909,2101941537.8900976 
 04/15  11:00:00,44734127.06664909,2101941537.8900976 
 04/15  12:00:00,44734127.06664909,2101941537.8900976 
 04/15  13:00:00,44734127.06664909,2101941537.8900976 
 04/15  14:00:00,44734127.06664909,2101941537.8900976 
 04/15  15:00:00,44734127.06664909,2101941537.8900976 
 04/15  16:00:00,44734127.06664909,2101941537.8900976 
 04/15  17:00:00,44734127.06664909,2101941537.8900976 
 04/15  18:00:00,38317859.79812589,2023669251.5007386 
 04/15  19:00:00,36939902.84548657,2023669251.5007386 
 04/15  20:00:00,36464788.34797145,2023669251.5007386 
 04/15  21:00:00,36464788.34797145,2023669251.5007386 
 04/15  22:00:00,36464788.34797145,2023669251.5007386 
 04/15  23:00:00,36464788.34797145,2023669251.5007386 
 04/15  24:00:00,36464788.34797145,2114277911.052291 
 04/16  01:00:00,36464788.34797145,2114277911.052291 
 04/16  02:00:00,36464788.34797145,2114277911.052291 
 04/16  03:00:00,36464788.34797145,2114277911.052291 
 04/16  04:00:00,36464788.34797145,2114277911.052291 
 04/16  05:00:00,37975250.63110626,2114277911.052291 
 04/16  06:00:00,81644185.20780939,2218640959.5714364 
 04/16  07:00:00,268404762.39989462,2218640959.5714364 
 04/16  08:00:00,805214287.1996835,2802138067.9781294 
 04/16  09:00:00,805214287.1996835,2802138067.9781294 
 04/16  10:00:00,805214287.1996835,2802138067.9781294 
 04/16  11:00:00,805214287.1996835,2802138067.9781294 
 04/16  12:00:00,805214287.1996835,2685438646.2967906 
 04/16  13:00:00,805214287.1996835,2802138067.9781294 
 04/16  14:00:00,805214287.1996835,2802138067.9781294 
 04/16  15:00:00,805214287.1996835,2802138067.9781294 
 04/16  16:00:00,805214287.1996835,2802138067.9781294 
 04/16  17:00:00,447341270.6664911,2335340381.2527747 
 04/16  18:00:00,269748998.9857959,2218640959.5714364 
 04/16  19:00:00,304973414.24896663,2218640959.5714364 
 04/16  20:00:00,208061441.6775136,2218640959.5714364 
 04/16  21:00:00,208061441.6775136,2218640959.5714364 
 04/16  22:00:00,104030720.8387568,2218640959.5714364 
 04/16  23:00:00,52015360.4193784,2218640959.5714364 
 04/16  24:00:00,41707937.258317545,2114277911.052291 
 04/17  01:00:00,36464788.34797145,2114277911.052291 
 04/17  02:00:00,36464788.34797145,2114277911.052291 
 04/17  03:00:00,36464788.34797145,2114277911.052291 
 04/17  04:00:00,36464788.34797145,2114277911.052291 
 04/17  05:00:00,37975250.63110626,2114277911.052291 
 04/17  06:00:00,81521299.15547565,2218640959.5714364 
 04/17  07:00:00,268404762.39989462,2218640959.5714364 
 04/17  08:00:00,805214287.1996835,2802138067.9781294 
 04/17  09:00:00,805214287.1996835,2802138067.9781294 
 04/17  10:00:00,805214287.1996835,2802138067.9781294 
 04/17  11:00:00,805214287.1996835,2802138067.9781294 
 04/17  12:00:00,805214287.1996835,2685438646.2967906 
 04/17  13:00:00,805214287.1996835,2802138067.9781294 
 04/17  14:00:00,805214287.1996835,2802138067.9781294 
 04/17  15:00:00,805214287.1996835,2802138067.9781294 
 04/17  16:00:00,805214287.1996835,2802138067.9781294 
 04/17  17:00:00,447341270.6664911,2335340381.2527747 
 04/17  18:00:00,272393538.3611318,2218640959.5714364 
 04/17  19:00:00,306418997.9996904,2218640959.5714364 
 04/17  20:00:00,208061441.6775136,2218640959.5714364 
 04/17  21:00:00,208061441.6775136,2218640959.5714364 
 04/17  22:00:00,104030720.8387568,2218640959.5714364 
 04/17  23:00:00,52015360.4193784,2218640959.5714364 
 04/17  24:00:00,41707937.258317545,2114277911.052291 
 04/18  01:00:00,36464788.34797145,2114277911.052291 
 04/18  02:00:00,36464788.34797145,2114277911.052291 
 04/18  03:00:00,36464788.34797145,2114277911.052291 
 04/18  04:00:00,36464788.34797145,2114277911.052291 
 04/18  05:00:00,37975250.63110626,2114277911.052291 
 04/18  06:00:00,80695492.38204311,2218640959.5714364 
 04/18  07:00:00,268404762.39989462,2218640959.5714364 
 04/18  08:00:00,805214287.1996835,2802138067.9781294 
 04/18  09:00:00,805214287.1996835,2802138067.9781294 
 04/18  10:00:00,805214287.1996835,2802138067.9781294 
 04/18  11:00:00,805214287.1996835,2802138067.9781294 
 04/18  12:00:00,805214287.1996835,2685438646.2967906 
 04/18  13:00:00,805214287.1996835,2802138067.9781294 
 04/18  14:00:00,805214287.1996835,2802138067.9781294 
 04/18  15:00:00,805214287.1996835,2802138067.9781294 
 04/18  16:00:00,805214287.1996835,2802138067.9781294 
 04/18  17:00:00,447341270.6664911,2335340381.2527747 
 04/18  18:00:00,269352449.40239966,2218640959.5714364 
 04/18  19:00:00,303990311.5623764,2218640959.5714364 
 04/18  20:00:00,208061441.6775136,2218640959.5714364 
 04/18  21:00:00,208061441.6775136,2218640959.5714364 
 04/18  22:00:00,104030720.8387568,2218640959.5714364 
 04/18  23:00:00,52015360.4193784,2218640959.5714364 
 04/18  24:00:00,41707937.258317545,2114277911.052291 
 04/19  01:00:00,36464788.34797145,2114277911.052291 
 04/19  02:00:00,36464788.34797145,2114277911.052291 
 04/19  03:00:00,36464788.34797145,2114277911.052291 
 04/19  04:00:00,36464788.34797145,2114277911.052291 
 04/19  05:00:00,37975250.63110626,2114277911.052291 
 04/19  06:00:00,80885296.49124068,2218640959.5714364 
 04/19  07:00:00,268404762.39989462,2218640959.5714364 
 04/19  08:00:00,805214287.1996835,2802138067.9781294 
 04/19  09:00:00,805214287.1996835,2802138067.9781294 
 04/19  10:00:00,805214287.1996835,2802138067.9781294 
 04/19  11:00:00,805214287.1996835,2802138067.9781294 
 04/19  12:00:00,805214287.1996835,2685438646.2967906 
 04/19  13:00:00,805214287.1996835,2802138067.9781294 
 04/19  14:00:00,805214287.1996835,2802138067.9781294 
 04/19  15:00:00,805214287.1996835,2802138067.9781294 
 04/19  16:00:00,805214287.1996835,2802138067.9781294 
 04/19  17:00:00,451182912.1988673,2335340381.2527747 
 04/19  18:00:00,271584198.4600401,2218640959.5714364 
 04/19  19:00:00,308225840.879519,2218640959.5714364 
 04/19  20:00:00,208061441.6775136,2218640959.5714364 
 04/19  21:00:00,208061441.6775136,2218640959.5714364 
 04/19  22:00:00,104030720.8387568,2218640959.5714364 
 04/19  23:00:00,52015360.4193784,2218640959.5714364 
 04/19  24:00:00,41707937.258317545,2114277911.052291 
 04/20  01:00:00,36464788.34797145,2114277911.052291 
 04/20  02:00:00,36464788.34797145,2114277911.052291 
 04/20  03:00:00,36464788.34797145,2114277911.052291 
 04/20  04:00:00,36464788.34797145,2114277911.052291 
 04/20  05:00:00,37975250.63110626,2114277911.052291 
 04/20  06:00:00,80721781.38953263,2218640959.5714364 
 04/20  07:00:00,268404762.39989462,2218640959.5714364 
 04/20  08:00:00,805214287.1996835,2802138067.9781294 
 04/20  09:00:00,805214287.1996835,2802138067.9781294 
 04/20  10:00:00,805214287.1996835,2802138067.9781294 
 04/20  11:00:00,805214287.1996835,2802138067.9781294 
 04/20  12:00:00,805214287.1996835,2685438646.2967906 
 04/20  13:00:00,805214287.1996835,2802138067.9781294 
 04/20  14:00:00,805214287.1996835,2802138067.9781294 
 04/20  15:00:00,805214287.1996835,2802138067.9781294 
 04/20  16:00:00,805214287.1996835,2802138067.9781294 
 04/20  17:00:00,447341270.6664911,2335340381.2527747 
 04/20  18:00:00,269113043.9744894,2218640959.5714364 
 04/20  19:00:00,304662517.0572961,2218640959.5714364 
 04/20  20:00:00,208061441.6775136,2218640959.5714364 
 04/20  21:00:00,208061441.6775136,2218640959.5714364 
 04/20  22:00:00,104030720.8387568,2218640959.5714364 
 04/20  23:00:00,52015360.4193784,2218640959.5714364 
 04/20  24:00:00,41707937.258317545,2023669251.5007386 
 04/21  01:00:00,36464788.34797145,2023669251.5007386 
 04/21  02:00:00,36464788.34797145,2023669251.5007386 
 04/21  03:00:00,36464788.34797145,2023669251.5007386 
 04/21  04:00:00,36464788.34797145,2023669251.5007386 
 04/21  05:00:00,36464788.34797145,2023669251.5007386 
 04/21  06:00:00,81203586.97345671,2218640959.5714364 
 04/21  07:00:00,89512481.0179606,2218640959.5714364 
 04/21  08:00:00,268404762.39989462,2335340381.2527747 
 04/21  09:00:00,268404762.39989462,2335340381.2527747 
 04/21  10:00:00,268404762.39989462,2335340381.2527747 
 04/21  11:00:00,268404762.39989462,2335340381.2527747 
 04/21  12:00:00,134202381.19994731,2160291248.730767 
 04/21  13:00:00,134202381.19994731,2160291248.730767 
 04/21  14:00:00,134202381.19994731,2160291248.730767 
 04/21  15:00:00,134202381.19994731,2160291248.730767 
 04/21  16:00:00,134202381.19994731,2160291248.730767 
 04/21  17:00:00,44929066.32712756,2101941537.8900976 
 04/21  18:00:00,47169804.18568932,2101941537.8900976 
 04/21  19:00:00,41195921.41889164,2023669251.5007386 
 04/21  20:00:00,36464788.34797145,2023669251.5007386 
 04/21  21:00:00,36464788.34797145,2023669251.5007386 
 04/21  22:00:00,36464788.34797145,2023669251.5007386 
 04/21  23:00:00,36464788.34797145,2023669251.5007386 
 04/21  24:00:00,36464788.34797145,2023669251.5007386 
 04/22  01:00:00,36464788.34797145,2023669251.5007386 
 04/22  02:00:00,36464788.34797145,2023669251.5007386 
 04/22  03:00:00,36464788.34797145,2023669251.5007386 
 04/22  04:00:00,36464788.34797145,2023669251.5007386 
 04/22  05:00:00,36464788.34797145,2023669251.5007386 
 04/22  06:00:00,45993677.25850131,2101941537.8900976 
 04/22  07:00:00,44867748.142318904,2101941537.8900976 
 04/22  08:00:00,44734127.06664909,2101941537.8900976 
 04/22  09:00:00,44734127.06664909,2101941537.8900976 
 04/22  10:00:00,44734127.06664909,2101941537.8900976 
 04/22  11:00:00,44734127.06664909,2101941537.8900976 
 04/22  12:00:00,44734127.06664909,2101941537.8900976 
 04/22  13:00:00,44734127.06664909,2101941537.8900976 
 04/22  14:00:00,44734127.06664909,2101941537.8900976 
 04/22  15:00:00,44734127.06664909,2101941537.8900976 
 04/22  16:00:00,44734127.06664909,2101941537.8900976 
 04/22  17:00:00,44734127.06664909,2101941537.8900976 
 04/22  18:00:00,38536679.70336343,2023669251.5007386 
 04/22  19:00:00,37053431.76035054,2023669251.5007386 
 04/22  20:00:00,36464788.34797145,2023669251.5007386 
 04/22  21:00:00,36464788.34797145,2023669251.5007386 
 04/22  22:00:00,36464788.34797145,2023669251.5007386 
 04/22  23:00:00,36464788.34797145,2023669251.5007386 
 04/22  24:00:00,36464788.34797145,2114277911.052291 
 04/23  01:00:00,36464788.34797145,2114277911.052291 
 04/23  02:00:00,36464788.34797145,2114277911.052291 
 04/23  03:00:00,36464788.34797145,2114277911.052291 
 04/23  04:00:00,36464788.34797145,2114277911.052291 
 04/23  05:00:00,37975250.63110626,2114277911.052291 
 04/23  06:00:00,81910388.1238723,2218640959.5714364 
 04/23  07:00:00,268404762.39989462,2218640959.5714364 
 04/23  08:00:00,805214287.1996835,2802138067.9781294 
 04/23  09:00:00,805214287.1996835,2802138067.9781294 
 04/23  10:00:00,805214287.1996835,2802138067.9781294 
 04/23  11:00:00,805214287.1996835,2802138067.9781294 
 04/23  12:00:00,805214287.1996835,2685438646.2967906 
 04/23  13:00:00,805214287.1996835,2802138067.9781294 
 04/23  14:00:00,805214287.1996835,2802138067.9781294 
 04/23  15:00:00,805214287.1996835,2802138067.9781294 
 04/23  16:00:00,805214287.1996835,2802138067.9781294 
 04/23  17:00:00,447341270.6664911,2335340381.2527747 
 04/23  18:00:00,269370120.8422113,2218640959.5714364 
 04/23  19:00:00,302015307.0570732,2218640959.5714364 
 04/23  20:00:00,208061441.6775136,2218640959.5714364 
 04/23  21:00:00,208061441.6775136,2218640959.5714364 
 04/23  22:00:00,104030720.8387568,2218640959.5714364 
 04/23  23:00:00,52015360.4193784,2218640959.5714364 
 04/23  24:00:00,41707937.258317545,2114277911.052291 
 04/24  01:00:00,36464788.34797145,2114277911.052291 
 04/24  02:00:00,36464788.34797145,2114277911.052291 
 04/24  03:00:00,36464788.34797145,2114277911.052291 
 04/24  04:00:00,36464788.34797145,2114277911.052291 
 04/24  05:00:00,37975250.63110626,2114277911.052291 
 04/24  06:00:00,81755563.79580756,2218640959.5714364 
 04/24  07:00:00,268404762.39989462,2218640959.5714364 
 04/24  08:00:00,805214287.1996835,2802138067.9781294 
 04/24  09:00:00,805214287.1996835,2802138067.9781294 
 04/24  10:00:00,805214287.1996835,2802138067.9781294 
 04/24  11:00:00,805214287.1996835,2802138067.9781294 
 04/24  12:00:00,805214287.1996835,2685438646.2967906 
 04/24  13:00:00,805214287.1996835,2802138067.9781294 
 04/24  14:00:00,805214287.1996835,2802138067.9781294 
 04/24  15:00:00,805214287.1996835,2802138067.9781294 
 04/24  16:00:00,805214287.1996835,2802138067.9781294 
 04/24  17:00:00,447341270.6664911,2335340381.2527747 
 04/24  18:00:00,268877433.9245411,2218640959.5714364 
 04/24  19:00:00,301530925.9047492,2218640959.5714364 
 04/24  20:00:00,208061441.6775136,2218640959.5714364 
 04/24  21:00:00,208061441.6775136,2218640959.5714364 
 04/24  22:00:00,104030720.8387568,2218640959.5714364 
 04/24  23:00:00,52015360.4193784,2218640959.5714364 
 04/24  24:00:00,41707937.258317545,2114277911.052291 
 04/25  01:00:00,36464788.34797145,2114277911.052291 
 04/25  02:00:00,36464788.34797145,2114277911.052291 
 04/25  03:00:00,36464788.34797145,2114277911.052291 
 04/25  04:00:00,36464788.34797145,2114277911.052291 
 04/25  05:00:00,37975250.63110626,2114277911.052291 
 04/25  06:00:00,82782825.45185038,2218640959.5714364 
 04/25  07:00:00,268617687.1047506,2218640959.5714364 
 04/25  08:00:00,805214287.1996835,2802138067.9781294 
 04/25  09:00:00,805214287.1996835,2802138067.9781294 
 04/25  10:00:00,805214287.1996835,2802138067.9781294 
 04/25  11:00:00,805214287.1996835,2802138067.9781294 
 04/25  12:00:00,805214287.1996835,2685438646.2967906 
 04/25  13:00:00,805214287.1996835,2802138067.9781294 
 04/25  14:00:00,805214287.1996835,2802138067.9781294 
 04/25  15:00:00,805214287.1996835,2802138067.9781294 
 04/25  16:00:00,805214287.1996835,2802138067.9781294 
 04/25  17:00:00,447341270.6664911,2335340381.2527747 
 04/25  18:00:00,268884475.3601186,2218640959.5714364 
 04/25  19:00:00,301227315.01831645,2218640959.5714364 
 04/25  20:00:00,208061441.6775136,2218640959.5714364 
 04/25  21:00:00,208061441.6775136,2218640959.5714364 
 04/25  22:00:00,104030720.8387568,2218640959.5714364 
 04/25  23:00:00,52015360.4193784,2218640959.5714364 
 04/25  24:00:00,41707937.258317545,2114277911.052291 
 04/26  01:00:00,36464788.34797145,2114277911.052291 
 04/26  02:00:00,36464788.34797145,2114277911.052291 
 04/26  03:00:00,36464788.34797145,2114277911.052291 
 04/26  04:00:00,36464788.34797145,2114277911.052291 
 04/26  05:00:00,37975250.63110626,2114277911.052291 
 04/26  06:00:00,79354016.2678645,2218640959.5714364 
 04/26  07:00:00,268404762.39989462,2218640959.5714364 
 04/26  08:00:00,805214287.1996835,2802138067.9781294 
 04/26  09:00:00,805214287.1996835,2802138067.9781294 
 04/26  10:00:00,805214287.1996835,2802138067.9781294 
 04/26  11:00:00,805214287.1996835,2802138067.9781294 
 04/26  12:00:00,805214287.1996835,2685438646.2967906 
 04/26  13:00:00,805214287.1996835,2802138067.9781294 
 04/26  14:00:00,805214287.1996835,2802138067.9781294 
 04/26  15:00:00,805214287.1996835,2802138067.9781294 
 04/26  16:00:00,805214287.1996835,2802138067.9781294 
 04/26  17:00:00,447341270.6664911,2335340381.2527747 
 04/26  18:00:00,268888520.18225867,2218640959.5714364 
 04/26  19:00:00,300224987.1775701,2218640959.5714364 
 04/26  20:00:00,208061441.6775136,2218640959.5714364 
 04/26  21:00:00,208061441.6775136,2218640959.5714364 
 04/26  22:00:00,104030720.8387568,2218640959.5714364 
 04/26  23:00:00,52015360.4193784,2218640959.5714364 
 04/26  24:00:00,41707937.258317545,2114277911.052291 
 04/27  01:00:00,36464788.34797145,2114277911.052291 
 04/27  02:00:00,36464788.34797145,2114277911.052291 
 04/27  03:00:00,36464788.34797145,2114277911.052291 
 04/27  04:00:00,36464788.34797145,2114277911.052291 
 04/27  05:00:00,37975250.63110626,2114277911.052291 
 04/27  06:00:00,79594599.88387883,2218640959.5714364 
 04/27  07:00:00,268404762.39989462,2218640959.5714364 
 04/27  08:00:00,805214287.1996835,2802138067.9781294 
 04/27  09:00:00,805214287.1996835,2802138067.9781294 
 04/27  10:00:00,805214287.1996835,2802138067.9781294 
 04/27  11:00:00,805214287.1996835,2802138067.9781294 
 04/27  12:00:00,805214287.1996835,2685438646.2967906 
 04/27  13:00:00,805214287.1996835,2802138067.9781294 
 04/27  14:00:00,805214287.1996835,2802138067.9781294 
 04/27  15:00:00,805214287.1996835,2802138067.9781294 
 04/27  16:00:00,805214287.1996835,2802138067.9781294 
 04/27  17:00:00,447341270.6664911,2335340381.2527747 
 04/27  18:00:00,268557569.9265493,2218640959.5714364 
 04/27  19:00:00,299823133.9117284,2218640959.5714364 
 04/27  20:00:00,208061441.6775136,2218640959.5714364 
 04/27  21:00:00,208061441.6775136,2218640959.5714364 
 04/27  22:00:00,104030720.8387568,2218640959.5714364 
 04/27  23:00:00,52015360.4193784,2218640959.5714364 
 04/27  24:00:00,41707937.258317545,2023669251.5007386 
 04/28  01:00:00,36464788.34797145,2023669251.5007386 
 04/28  02:00:00,36464788.34797145,2023669251.5007386 
 04/28  03:00:00,36464788.34797145,2023669251.5007386 
 04/28  04:00:00,36464788.34797145,2023669251.5007386 
 04/28  05:00:00,36464788.34797145,2023669251.5007386 
 04/28  06:00:00,80037371.4646835,2218640959.5714364 
 04/28  07:00:00,89468254.13329817,2218640959.5714364 
 04/28  08:00:00,268404762.39989462,2335340381.2527747 
 04/28  09:00:00,268404762.39989462,2335340381.2527747 
 04/28  10:00:00,268404762.39989462,2335340381.2527747 
 04/28  11:00:00,268404762.39989462,2335340381.2527747 
 04/28  12:00:00,134202381.19994731,2160291248.730767 
 04/28  13:00:00,134202381.19994731,2160291248.730767 
 04/28  14:00:00,134202381.19994731,2160291248.730767 
 04/28  15:00:00,134202381.19994731,2160291248.730767 
 04/28  16:00:00,134202381.19994731,2160291248.730767 
 04/28  17:00:00,44734127.06664909,2101941537.8900976 
 04/28  18:00:00,44768294.408601165,2101941537.8900976 
 04/28  19:00:00,40789989.137578495,2023669251.5007386 
 04/28  20:00:00,36464788.34797145,2023669251.5007386 
 04/28  21:00:00,36464788.34797145,2023669251.5007386 
 04/28  22:00:00,36464788.34797145,2023669251.5007386 
 04/28  23:00:00,36464788.34797145,2023669251.5007386 
 04/28  24:00:00,36464788.34797145,2023669251.5007386 
 04/29  01:00:00,36464788.34797145,2023669251.5007386 
 04/29  02:00:00,36464788.34797145,2023669251.5007386 
 04/29  03:00:00,36464788.34797145,2023669251.5007386 
 04/29  04:00:00,36464788.34797145,2023669251.5007386 
 04/29  05:00:00,36464788.34797145,2023669251.5007386 
 04/29  06:00:00,45869494.09150454,2101941537.8900976 
 04/29  07:00:00,46364305.99388757,2101941537.8900976 
 04/29  08:00:00,45107977.745099984,2101941537.8900976 
 04/29  09:00:00,44734127.06664909,2101941537.8900976 
 04/29  10:00:00,44734127.06664909,2101941537.8900976 
 04/29  11:00:00,44734127.06664909,2101941537.8900976 
 04/29  12:00:00,44734127.06664909,2101941537.8900976 
 04/29  13:00:00,44734127.06664909,2101941537.8900976 
 04/29  14:00:00,44734127.06664909,2101941537.8900976 
 04/29  15:00:00,44734127.06664909,2101941537.8900976 
 04/29  16:00:00,44734127.06664909,2101941537.8900976 
 04/29  17:00:00,44734127.06664909,2101941537.8900976 
 04/29  18:00:00,39905292.91012732,2023669251.5007386 
 04/29  19:00:00,36464788.34797145,2023669251.5007386 
 04/29  20:00:00,36464788.34797145,2023669251.5007386 
 04/29  21:00:00,36464788.34797145,2023669251.5007386 
 04/29  22:00:00,36464788.34797145,2023669251.5007386 
 04/29  23:00:00,36464788.34797145,2023669251.5007386 
 04/29  24:00:00,36464788.34797145,2114277911.052291 
 04/30  01:00:00,36464788.34797145,2114277911.052291 
 04/30  02:00:00,36464788.34797145,2114277911.052291 
 04/30  03:00:00,36464788.34797145,2114277911.052291 
 04/30  04:00:00,36464788.34797145,2114277911.052291 
 04/30  05:00:00,37975250.63110626,2114277911.052291 
 04/30  06:00:00,80487811.13296314,2218640959.5714364 
 04/30  07:00:00,268546540.33167106,2218640959.5714364 
 04/30  08:00:00,805243696.4742609,2802138067.9781294 
 04/30  09:00:00,805214287.1996835,2802138067.9781294 
 04/30  10:00:00,805214287.1996835,2802138067.9781294 
 04/30  11:00:00,805214287.1996835,2802138067.9781294 
 04/30  12:00:00,805214287.1996835,2685438646.2967906 
 04/30  13:00:00,805214287.1996835,2802138067.9781294 
 04/30  14:00:00,805214287.1996835,2802138067.9781294 
 04/30  15:00:00,805214287.1996835,2802138067.9781294 
 04/30  16:00:00,805214287.1996835,2802138067.9781294 
 04/30  17:00:00,447341270.6664911,2335340381.2527747 
 04/30  18:00:00,280015517.94936025,2218640959.5714364 
 04/30  19:00:00,309321267.0831281,2218640959.5714364 
 04/30  20:00:00,208061441.6775136,2218640959.5714364 
 04/30  21:00:00,208061441.6775136,2218640959.5714364 
 04/30  22:00:00,104030720.8387568,2218640959.5714364 
 04/30  23:00:00,52015360.4193784,2218640959.5714364 
 04/30  24:00:00,41707937.258317545,836730825.2177298 
 07/01  01:00:00,36464788.34797145,1597820222.889218 
 07/01  02:00:00,36464788.34797145,1597820222.889218 
 07/01  03:00:00,36464788.34797145,1597820222.889218 
 07/01  04:00:00,36464788.34797145,1597820222.889218 
 07/01  05:00:00,36464788.34797145,1597820222.889218 
 07/01  06:00:00,42631145.907579444,1676092509.278577 
 07/01  07:00:00,44734127.06664909,1676092509.278577 
